Account,Date,Issue 
34623614,4/13/2010,errors on hd eod channels
37179001,4/13/2010,line problem
44585707,4/13/2010,Line Problem error out of tap on channel 99 escolate call
34894201,4/13/2010,Actual address is at 2220 S. Choctaw ave line down in traffic
61305401,4/13/2010,**PRIORITY**intermit internet connectivity. packet loss and soc says noise is bad enough for ticket.
6881101,4/13/2010,"Other - BAD TAP, truck ran over ped and busted tap and broke off all ports"
13374502,4/13/2010,CBS Priority Low levels at tap
33848403,4/13/2010,Line Problem - High transmit on 99 and low channel 2
62186701,4/13/2010,CBS Priority High Tx and High Levels at tap
61188501,4/13/2010,HD0000020669296----------Customer Experiencing slow speedss/lag.-----------Possible noise intermittent noise related.
58388001,4/13/2010,shattered ped at sidewalk by driveway. front easement.
29409801,4/13/2010,Line Problem.........high tx out of tap
23597620,4/13/2010,No lid on the pedistal
32752108,4/13/2010,26 value tap!!! seriously?!
19868203,4/13/2010,low signal
20039610,4/13/2010,Line Problem
50281005,4/13/2010,[WO# ]
12916802,4/13/2010,"black screen 645,519,585"
33297705,4/13/2010,modem no synch good on 117 855 bad gets high tx.
17339312,4/13/2010,Line Problem
54546102,4/13/2010,line problem
14218007,4/13/2010,line problem Next level run first thing AM 4/13/10
7348609,4/13/2010,Line Problem
13034606,4/13/2010,tiling 680
32432807,4/13/2010,line problem [w.o#44655629]
26915201,4/13/2010,line problem intermit no sync 855 7db off tap when data freq switches customer is dropping off
7991715,4/14/2010,line problem
40149012,4/14/2010,Area Issue see log
14731704,4/14/2010,line problem/ 17v 2 port tap feeding 3 customers. need 17v 4port WO# 44651672
62630401,4/14/2010,Project 213862 Commuity Action Agency
40364010,4/14/2010,Line Problem
6165304,4/14/2010,Line Problem -not getting all channels on el mix package
2898001,4/14/2010,line problem
41521801,4/14/2010,Line Problem
17499503,4/14/2010,Line Problem
62006601,4/14/2010,CBS low levels at tap
52238404,4/14/2010,Line Problem - slow internet speeds. temped out line from tap to a temp modem and still speeds were less than 1 megabit down
979207,4/14/2010,Tap port broken off in beast box. Also box in unsecurable. Looks like tampering
25508501,4/14/2010,"pre and post errors on channel 73 or frequency 519, causing tiling on customers lower channels."
45666403,4/14/2010,Line Problem - Intermittent Tiling
60560701,4/14/2010,"intermint packet loss, custoemr loses connection to all branches through SPN."
53603501,4/14/2010,5905 Arnold st damaged feeder cable 500
61394801,4/14/2010,CBS Priority Low levels at tap causing packet loss on mta and modems
41538312,4/14/2010,levels at the tap are low
62318301,4/14/2010,Escalate cust. reverse tilt at tap. please call FSR nextell 341
33133808,4/14/2010,LP tiling on EOD
52796201,4/14/2010,**PRIORITY**
43166006,4/14/2010,Line Problem
25907903,4/14/2010,line problem
17135104,4/14/2010,line problem
25827401,4/14/2010,Line Problem
32337711,4/14/2010,Replace lock
34274708,4/14/2010,line problem dig blk scrn work order 44659200
32804307,4/14/2010,44655107 high txat tap
10246003,4/14/2010,line problem
52243603,4/14/2010,line problem [W.O#44653786]
34201504,4/14/2010,Line Problem -Pre and post errors. DQI dropping out on channel 99
41461701,4/14/2010,"Line Problem (44656218), Levels forward and return are now set to proper levels."
10845506,4/14/2010,Intermittent no sinc
4703401,4/14/2010,Line Problem - Low Levels at Tap; Equip failing Hm Cert
60328801,4/15/2010,**priority**
62043101,4/15/2010,line problem
62532601,4/15/2010,Line Problem -low transmit
30030201,4/15/2010,"line problem -- high band low, low band high"
61699101,4/15/2010,night work complete
21114011,4/15/2010,line problem
11975003,4/15/2010,line problem -- reverse tilt
54473702,4/15/2010,line problem/ w/o #44662567
18273207,4/15/2010,Line Problem Lashing wire was hit by live oge line ans was damaged 44659457
54774801,4/15/2010,44641382
15618201,4/15/2010,Temp in back yard
49750701,4/15/2010,Line problem
17517405,4/15/2010,line problem
61394101,4/15/2010,customer not able to run cc or use ATM. phones are clear with no static.
34366901,4/15/2010,"Line Problem - Bad Tap Levels; RX low, TX high"
40714409,4/15/2010,Line Problem
23351606,4/15/2010,Line Problem
37152014,4/15/2010,Line Problem -modem no sync
18860106,4/15/2010,"Low level @ tap and high tx. 49@tap...... Signal was not balance @ acb, correct problem now HSI working"
54462401,4/15/2010,monitoring
31303114,4/15/2010,Line Problem
21418215,4/15/2010,dead tap
14909304,4/15/2010,errors 837
37933602,4/15/2010,Line Problem -dead at tap///all services out/// **See system log for possiblwe cause**
4703506,4/15/2010,known issue/submitted to engineering for redesign
38313403,4/15/2010,Line Problem High TX at tap 47
42436402,4/15/2010,turning it over for nosie some in node allso some high transmits in node
48394201,4/16/2010,lp--intermittent tiling chn 73 74--
43353901,4/16/2010,Line Problem
57339101,4/16/2010,CBS Priority Intermittant Packet loss
22203503,4/16/2010,"intermittent noise on line, per tra 40507"
61761501,4/16/2010,"line issue, CBS, high levels from tap, plant is not correct by map prints?, HD0000020674047"
152117,4/16/2010,Return Noise with file
1490310,4/16/2010,[WO# 44667236 ]
44694504,4/16/2010,Line Problem
41288201,4/16/2010,CBS
48071711,4/16/2010,line problem -- tiling and lost sync on modem
44329814,4/16/2010,low levels
53960304,4/16/2010,Line Problem (44646663)
60401501,4/16/2010,LINE PROBLEM NO RF 44664569
47466801,4/16/2010,mainline needs to be reattached to new pole
44727902,4/16/2010,Return Noise with file
9711003,4/16/2010,Return Noise with file
6087001,4/16/2010,Low hanging main line
10154502,4/16/2010,line problem/ NEXT LEVEL/ 11 over a -10 at the tap. no pic on 3 digi boxes/ W0 # 44668907
9475311,4/16/2010,broken port on tap
21834003,4/16/2010,"line problem -- MER low, pre/post errors off tap"
6881901,4/16/2010,HD0000020677453-------Possible Noise Issue.
37218711,4/16/2010,Line Problem [44624897]
6067601,4/16/2010,Main line is hanging about 7 feet from the ground and has came loose from strand in some places.
20231902,4/16/2010,"Line Problem - low lvls on 117, -1 off tap. 44 TX"
13711102,4/16/2010,line problem
9814403,4/16/2010,low s/n 99 mhz
56796001,4/16/2010,Line Problem - Intermittent Bad Levels at Tap
21343610,4/16/2010,Line Problem low level on 99
9711003,4/16/2010,line problem/ tx is 23 at tap/ 25 over 14 at tap/ freq 855 14 at tap// WO # 44666059
17159706,4/16/2010,MTA loses synch and has bad return in edgehealth
47488404,4/16/2010,Line Problem
22130207,4/16/2010,ch 99 errors
37912609,4/17/2010,Noise
32592201,4/17/2010,Line Problem
20098715,4/17/2010,ped/tap replacement
13013701,4/17/2010,low levels causing blackscreen
34162102,4/17/2010,line problem (wo#44666403)
23131311,4/17/2010,ped/tap replacement
41496906,4/17/2010,ped replacement
11042601,4/17/2010,Line Problem/ Low Levels
12228702,4/17/2010,LP Area issue effecting other addreses see system log for addresses
33857301,4/17/2010,Line Problem
48851301,4/17/2010,line problem
36308302,4/17/2010,bad port
23076010,4/17/2010,Line Problem_w.o.# 44672152--Low MER at tap and pre and post errors on Ch 680
35652702,4/17/2010,pending night work
8806006,4/17/2010,low levels coming off tap
25426706,4/17/2010,ped/tap replacement
19336209,4/17/2010,ped/tap replacement
10673302,4/17/2010,"low levels and MER on MLB extra innings too low, causing blackscreen"
20630911,4/17/2010,ped/tap replacement
20187001,4/17/2010,Line problem
22318602,4/17/2010,"tiling -- low levels, north neighbor is having the same issues from same tap"
12320901,4/17/2010,LINE PROB
27142201,4/17/2010,Slow speeds off of tap
16436502,4/17/2010,line problem
34334802,4/17/2010,CABLE REPAIR/REPLACEMENT
50511005,4/17/2010,LINE PROBLEM
43452813,4/17/2010,line problem
57211801,4/17/2010,**PRIORITY** internet down and snowy pic. all 3 mdms in bldg are down. vp's are working. signal issue
44088107,4/17/2010,Line Problem low levels and mer on feq 700- 750
55858601,4/17/2010,Lock Box
16436802,4/17/2010,line problem
34333902,4/17/2010,Line Problem
4281014,4/17/2010,Lock Box
56521601,4/17/2010,Line Problem(44672243)
35701702,4/17/2010,Line Problem
18935804,4/17/2010,low levels causing black screen
1599408,4/17/2010,Line Problem
35012404,4/17/2010,Line problem end of the run
34974502,4/17/2010,LIne problem low levels at the tap
34363801,4/17/2010,lp. pending line replacement
16150310,4/17/2010,NEXT LEVEL Line Problem. 44673112. Has low internet speeds @ tap per line tech
23567621,4/17/2010,line problem--intermittent OD problem
39021811,4/17/2010,ped/tap replacement
11044301,4/17/2010,14/21 reverse tilt
10189602,4/17/2010,-0.736842105
42564901,4/17/2010,10-Jan
34650601,4/17/2010,lp-(wo#44672032)
24413302,4/17/2010,low signal to noise on 105 MHz. MLB package work order # 44671089
41437202,4/17/2010,Line Problem(44672841)
18879401,4/17/2010,line problem low lvl on high end
36730714,4/18/2010,line problem -
14917408,4/18/2010,line problem
34363606,4/18/2010,Line Problem - pending line replacement
10156502,4/18/2010,Area issue for tiling and black screen also effecting other addresses see system log
45204303,4/18/2010,pedestal needs replaced or secured.
31183402,4/18/2010,Very low levels on high frequency. Tilt is not right.
36844903,4/18/2010,line problem
41271004,4/18/2010,"low levels on ch.132 134, reverse tilt at tap"
39405801,4/18/2010,low signal at a terminating tap. all the levels are negative levels
30745702,4/18/2010,Low digital signals at tap. FDC is also low.
44532001,4/18/2010,Line Issue Work Order: 44675400
10240001,4/18/2010,line problem- low levels
19742914,4/18/2010,Lockbox wont latch
62023101,4/18/2010,Line Problem- No MER on channel 98 freq. 111.
41501108,4/18/2010,line problem -
15463202,4/18/2010,very low signal @ tap -1/10
16722109,4/18/2010,LINE PROBLEM. LOW SIGNAL OFF TAP
12065504,4/18/2010,cracked cable -11/15
87011,4/18/2010,low levels at tap
12970710,4/18/2010,"line problem no pic on hd channels 704,705,709"
8843402,4/18/2010,"Line Problem Low levels at tap,"
33575601,4/18/2010,Line Problem - Pre and post errors channel 84
34652201,4/18/2010,line problem - tiling
44571810,4/18/2010,Unsecured Ped
30759702,4/18/2010,squirrel chew cable splicing
22795204,4/18/2010,frequencies missing is too many to list. 555-843
11651202,4/18/2010,"Pending trunk replacement k Low digital levels at the tap, frequency 801Mhz would not lock on MER"
22797206,4/18/2010,low signal and low to zero mer across several frequencies. higher freq have a negative and low band has a positive signal
34273904,4/18/2010,Line Problem (WO # 44675386)
17093804,4/18/2010,Line Problem
19195204,4/18/2010,Span Clamp needs reattached
1110702,4/18/2010,Line Problem
45333715,4/18/2010,line problem jumping freq causing slower speeds until it jumps back to 849 freq.
34274905,4/18/2010,Line Problem (WO # 44675358)
1709708,4/18/2010,Line Problem
10264714,4/18/2010,Unsecured Ped
41322701,4/18/2010,line problem
6101502,4/18/2010,Line Problem 117 MHz low level. 0dBmV @ 23 value tap
45332916,4/18/2010,line problem . 117freq speed issues. all levels good.
12290604,4/18/2010,line problem
1718505,4/18/2010,Line Problem
12177001,4/18/2010,Line Problem- Low levels channel 132
12876011,4/18/2010,Line problem -7 on 132 at tap over a positive 10 on channel 3 digi tiling and no pic
10206702,4/18/2010,Pending trunk replacement
62672801,4/18/2010,Line Problem
58676301,4/18/2010,EOD fatal error
34495102,4/18/2010,"Line Problem - pre on 99, pre and post on 110"
9089809,4/18/2010,Line Problem.........Low Levels.....Out of Tap........Freq. 693.00 will not lock on carrier
42520001,4/18/2010,negative 12 at tap on 132
49886001,4/18/2010,line problem
15065101,4/19/2010,Return Noise with file return noise is bad there is a dig tilling issue also from node report.
34269605,4/19/2010,Line Problem
1646607,4/19/2010,Line Problem dig tilling from node report
10189501,4/19/2010,line problem-w/o#44674265 17/4 Tap 1/13 @ tap...Home Cert Fails on HD and int. tiling all channels per customer statement
29835101,4/19/2010,"NON priority, mdms are online, signal seems to be low at tap. --------- change out 750Mhz LElll with 1Ghz Gainmaker LE"
9866307,4/19/2010,line problem
14236304,4/19/2010,Low levels on 116 or 747 mhz (channel 704)
25505603,4/19/2010,ped needs lid
17411713,4/19/2010,13-Aug
14897902,4/19/2010,errors ch 84 & 85
8028405,4/19/2010,line problem
44555001,4/19/2010,line prob low lvl on high end
25274001,4/19/2010,Line Problem
10884703,4/19/2010,627 MHz errors
9343514,4/19/2010,bad lvls @ tap -22/-1
5308304,4/19/2010,"line problem -- modem won't sync, noise outage"
32661302,4/19/2010,line problem intermit dial tone...low tx off tap on 117/855 only tx24-26 with signal 3/9
14730306,4/19/2010,LINE PROBLEM......... noise on node per soc.. causing modem no synks in area
34596303,4/19/2010,Line problem: Low levels
19904315,4/19/2010,"NIHTWORK - low levels, no customer issue"
58429802,4/19/2010,"customer loses sync 4pm and later and on weekends, levels look good"
40209902,4/19/2010,Line Problem
16437201,4/19/2010,Line Problem
15065101,4/19/2010,4/16 Snowy upper channels upper channels and Tap needs replaced was filled with water
46827109,4/19/2010,line problem will not lock on 99
50332303,4/19/2010,Priority /see sys log
10756801,4/19/2010,51 Tx at tap
5006903,4/19/2010,"digi black and tiling, intermittent :-("
7991715,4/19/2010,line problem
15082802,4/19/2010,-0.7
38456602,4/19/2010,29 mer and 7 ber on ch. 99. this is a next level call.
52547205,4/19/2010,line problem -- low on ch 99
14901401,4/19/2010,-0.4
23884806,4/19/2010,"install.....DQI was at 7, low MER and was getting pre errors, data only customer no ch 3 readings no GB its an apt"
53475704,4/19/2010,LIne Problem ON DEMAND NOT working
46358801,4/19/2010,"Line problem low levels on ch 99 and errors ch 110, and 132"
21534315,4/19/2010,Line problem: Low levels
40194401,4/19/2010,Line Problem
34271208,4/19/2010,low levels QPSK FDC low off tap its only 2
13406105,4/19/2010,0/19
39557403,4/19/2010,broken port at the tap
1648506,4/19/2010,low tx and signal out of tap on 133 and 134
42594806,4/19/2010,escalate from corprate DQI 6.4 on channel99
2682609,4/19/2010,line problem
